Date,Open,High,Low,Close,Adj Close,Volume
2023-01-10,632.900024,632.900024,617.750000,625.200012,624.377625,1056504
2023-01-11,625.049988,626.950012,615.049988,622.049988,621.231750,1159019
2023-01-12,625.000000,631.900024,620.400024,628.150024,627.323730,923943
2023-01-13,631.450012,631.500000,616.299988,619.750000,618.934753,1393324
2023-01-16,623.650024,629.750000,618.200012,624.000000,623.179199,578028
2023-01-17,624.950012,630.450012,621.650024,628.000000,627.173889,995664
2023-01-18,630.000000,632.000000,625.000000,629.500000,628.671936,658733
2023-01-19,628.549988,630.799988,618.849976,621.250000,620.432800,607144
2023-01-20,627.849976,629.150024,613.900024,616.349976,615.539246,1583943
2023-01-23,616.349976,645.000000,613.500000,640.900024,640.056946,2321545
2023-01-24,642.500000,642.500000,630.450012,634.700012,633.865112,878065
2023-01-25,633.500000,634.950012,613.500000,615.900024,615.089844,1557125
2023-01-27,618.849976,626.650024,601.000000,603.950012,603.155579,1776308
2023-01-30,604.000000,613.650024,598.500000,606.250000,605.452515,1447773
2023-01-31,609.400024,624.000000,605.000000,618.900024,618.085938,926518
2023-02-01,622.000000,633.000000,600.299988,611.849976,611.045166,1069083
2023-02-02,610.000000,627.549988,607.000000,625.349976,624.527405,894783
2023-02-03,628.000000,631.250000,615.000000,629.150024,628.322449,611768
2023-02-06,629.250000,640.700012,627.000000,632.049988,631.218567,668139
2023-02-07,632.500000,650.000000,630.150024,649.000000,648.146301,1562892
2023-02-08,650.950012,652.900024,645.299988,649.000000,648.146301,776186
2023-02-09,652.000000,652.750000,636.000000,640.849976,640.007019,713809
2023-02-10,642.000000,652.599976,642.000000,649.950012,649.095032,739083
2023-02-13,648.450012,652.750000,633.599976,634.700012,633.865112,1050676
2023-02-14,634.700012,636.500000,628.099976,633.000000,632.167358,491778
2023-02-15,635.200012,638.750000,629.549988,633.950012,633.116089,848205
2023-02-16,639.000000,639.700012,623.349976,626.450012,625.625977,546492
2023-02-17,626.000000,626.000000,604.500000,613.500000,612.692993,1686927
2023-02-20,613.799988,614.700012,600.500000,603.049988,602.256714,1506325
2023-02-21,607.049988,611.500000,599.450012,605.099976,604.304016,1166085
2023-02-22,603.000000,606.299988,588.250000,595.400024,594.616821,1077300
2023-02-23,596.000000,598.750000,585.000000,593.400024,592.619446,1294389
2023-02-24,597.000000,606.599976,595.650024,598.049988,597.263306,999140
2023-02-27,598.049988,600.400024,586.200012,597.200012,596.414429,1169695
2023-02-28,596.750000,606.000000,589.500000,592.900024,592.120117,1360975
2023-03-01,593.000000,613.500000,591.000000,611.500000,610.695618,1079988
2023-03-02,611.000000,620.000000,605.849976,611.349976,610.545776,1774214
2023-03-03,616.250000,625.500000,610.500000,623.250000,622.430176,1615160
2023-03-06,625.900024,630.000000,622.000000,624.549988,623.728455,1067601
2023-03-08,618.500000,633.000000,618.500000,631.099976,630.269836,824314
2023-03-09,632.000000,636.650024,622.500000,623.750000,622.929504,953543
2023-03-10,616.000000,626.450012,612.299988,624.500000,623.678528,1421904
2023-03-13,619.000000,622.349976,594.049988,596.450012,595.665405,3529195
2023-03-14,596.000000,606.900024,588.299988,590.650024,589.873047,1493303
2023-03-15,596.750000,599.650024,580.250000,583.200012,582.432861,862519
2023-03-16,582.000000,588.950012,573.849976,584.000000,583.231812,1453328
2023-03-17,591.049988,594.049988,581.299988,590.250000,589.473572,1049797
2023-03-20,585.049988,592.049988,573.049988,577.099976,576.340820,899489
2023-03-21,581.200012,582.599976,568.799988,579.599976,578.837585,1113971
2023-03-22,584.200012,586.950012,577.650024,579.450012,578.687805,854002
2023-03-23,579.000000,582.000000,567.500000,569.650024,568.900696,917334
2023-03-24,570.000000,570.200012,548.000000,559.900024,559.163513,2178563
2023-03-27,562.000000,572.750000,560.049988,566.900024,566.154297,1373334
2023-03-28,566.900024,569.700012,551.000000,563.549988,562.808716,1763884
2023-03-29,563.549988,589.950012,562.700012,585.549988,584.779724,2505188
2023-03-31,584.000000,591.549988,578.000000,579.200012,578.438110,1618002
2023-04-03,580.400024,580.900024,560.049988,562.799988,562.059692,1980458
2023-04-05,564.900024,571.200012,555.750000,558.400024,557.665466,1578872
2023-04-06,558.450012,571.500000,553.650024,569.450012,568.700928,2686132
2023-04-10,570.000000,572.549988,560.200012,564.500000,563.757446,1052472
2023-04-11,567.950012,588.000000,559.750000,576.200012,575.442078,1999310
2023-04-12,579.799988,587.500000,574.200012,580.150024,579.386902,1782378
2023-04-13,630.000000,689.900024,625.000000,679.200012,678.306580,30807207
2023-04-17,670.049988,692.950012,665.099976,688.650024,687.744141,5636506
2023-04-18,688.000000,696.549988,681.000000,693.049988,692.138367,3177457
2023-04-19,694.000000,699.000000,674.450012,678.599976,677.707336,3693818
2023-04-20,682.000000,685.000000,674.099976,679.400024,678.506348,1555616
2023-04-21,680.450012,680.849976,656.849976,665.950012,665.074036,3742874
2023-04-24,662.000000,669.750000,658.650024,663.900024,663.026733,2852500
2023-04-25,667.000000,667.750000,658.549988,660.150024,659.281677,2107327
2023-04-26,649.950012,655.000000,630.849976,643.400024,642.553711,5008439
2023-04-27,643.799988,649.750000,639.049988,644.450012,643.602295,2272998
2023-04-28,643.000000,665.799988,643.000000,663.849976,662.976746,2017338
2023-05-02,669.950012,685.000000,664.049988,684.000000,683.100281,2007742
2023-05-03,678.950012,691.650024,677.349976,684.799988,683.899170,1264610
2023-05-04,683.950012,691.950012,682.000000,685.200012,684.298706,865527
2023-05-05,686.000000,692.599976,672.150024,674.099976,673.213257,873669
2023-05-08,677.150024,694.400024,673.299988,691.099976,690.190918,2243321
2023-05-09,693.950012,704.950012,691.099976,700.099976,699.179077,2197112
2023-05-10,708.900024,721.349976,687.599976,692.750000,691.838745,3265526
2023-05-11,699.000000,709.950012,686.900024,706.650024,705.720459,2935100
2023-05-12,703.599976,715.700012,697.000000,712.950012,712.012207,1641770
2023-05-15,712.799988,721.549988,709.349976,716.950012,716.006897,1375218
2023-05-16,716.950012,736.849976,714.849976,728.900024,727.941223,2622132
2023-05-17,728.849976,732.000000,718.799988,730.849976,729.888611,1459862
2023-05-18,731.000000,754.900024,728.450012,747.599976,746.616577,3422021
2023-05-19,747.599976,756.000000,734.000000,753.799988,752.808411,2181998
2023-05-22,753.799988,761.450012,752.299988,758.500000,757.502258,1596957
2023-05-23,758.000000,774.549988,756.299988,762.700012,761.696716,1669877
2023-05-24,762.700012,767.700012,749.450012,765.900024,764.892578,1402441
2023-05-25,763.900024,773.200012,762.099976,769.900024,768.887268,1192141
2023-05-26,767.700012,780.000000,766.049988,778.200012,777.176331,1075483
2023-05-29,780.299988,795.000000,776.549988,790.400024,789.360291,2625329
2023-05-30,789.450012,789.450012,771.000000,776.150024,775.129089,1145487
2023-05-31,773.000000,785.000000,758.000000,776.900024,775.878052,3839806
2023-06-01,778.000000,782.150024,765.299988,769.750000,768.737488,1386561
2023-06-02,774.000000,779.950012,768.950012,773.450012,772.432617,1927608
2023-06-05,765.250000,772.549988,749.000000,750.950012,749.962219,2901296
2023-06-06,750.000000,754.450012,740.049988,751.900024,750.910950,2936010
2023-06-07,757.000000,767.250000,755.000000,762.549988,761.546936,1600037
2023-06-08,765.900024,775.150024,752.450012,755.400024,754.406372,1525613
2023-06-09,757.450012,764.549988,750.150024,762.250000,761.247314,1450577
2023-06-12,767.000000,769.950012,750.400024,761.450012,760.448364,1134935
2023-06-13,761.000000,765.650024,758.150024,763.799988,762.795288,1270095
2023-06-14,767.000000,775.000000,764.099976,772.200012,771.184265,1691498
2023-06-15,772.599976,779.549988,765.049988,775.700012,774.679626,1584856
2023-06-16,777.000000,782.700012,773.200012,778.750000,777.725647,666115
2023-06-19,778.750000,784.000000,767.900024,772.099976,771.084351,740479
2023-06-20,772.099976,772.150024,763.799988,767.549988,766.540344,493662
2023-06-21,770.950012,773.849976,748.099976,749.549988,748.564026,1089259
2023-06-22,751.000000,756.650024,732.500000,740.799988,739.825500,2295370
2023-06-23,742.599976,745.700012,734.099976,736.700012,735.730957,617906
2023-06-26,736.700012,749.349976,732.049988,745.400024,744.419495,1115771
2023-06-27,748.950012,755.349976,744.349976,749.799988,748.813660,907052
2023-06-28,753.750000,756.900024,742.549988,747.799988,746.816345,2946020
2023-06-30,754.000000,759.799988,747.450012,753.650024,752.658691,1725775
2023-07-03,760.000000,763.200012,755.799988,760.250000,759.249939,988169
2023-07-04,760.450012,780.750000,753.299988,777.200012,776.177673,1783462
2023-07-05,777.049988,782.500000,761.099976,769.049988,768.038391,2810140
2023-07-06,768.450012,792.000000,766.049988,789.849976,788.810974,1665090
2023-07-07,787.250000,787.450012,758.000000,761.650024,760.648132,1466776
2023-07-10,761.950012,769.000000,750.500000,763.750000,762.745361,1131126
2023-07-11,767.900024,776.750000,761.200012,763.549988,762.545593,818918
2023-07-12,767.450012,772.900024,753.150024,770.750000,769.736145,4025563
2023-07-13,773.049988,784.700012,758.700012,760.200012,759.200012,2268892
2023-07-14,760.000000,782.500000,759.200012,781.250000,781.250000,1319880
2023-07-17,784.000000,786.000000,763.400024,767.450012,767.450012,1279206
2023-07-18,768.950012,774.349976,764.049988,769.900024,769.900024,1034645
2023-07-19,770.000000,775.400024,761.650024,769.349976,769.349976,1119253
2023-07-20,772.900024,776.849976,765.000000,772.349976,772.349976,1504123
2023-07-21,770.049988,775.849976,761.049988,767.299988,767.299988,795389
2023-07-24,740.000000,744.000000,726.450012,739.150024,739.150024,3665805
2023-07-25,745.000000,745.299988,725.099976,731.299988,731.299988,1865463
